tail_num,mfr_name,model,model_2,year,cert_year,eng_mfr_name,eng_model,carrier
N550UA,BOEING,757-222,757-200,1992.0,2014.0,P & W,PW2040,UA
N37287,BOEING,737-824,737-800,2004.0,2018.0,CFM INTL,CFM56-7B,UA
N19117,BOEING,757-224,757-200,1996.0,2013.0,ROLLS-ROYC,RB211-535E4B,UA
N429UA,AIRBUS,A320-232,A320,1995.0,2004.0,IAE,V2527-A5,UA
N66831,BOEING,737-924ER,737-900ER,2014.0,2014.0,CFM INTL,CFM56-7B,UA
N77261,BOEING,737-824,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,UA
N63890,BOEING,737-924ER,737-900ER,2015.0,2015.0,CFM INTL,CFM56-7B,UA
N806UA,AIRBUS,A319-131,A319,1998.0,2013.0,IAE,V2522-A5,UA
N27908,BOEING,787-8,787-8,2013.0,2013.0,GE,GENX-1B70,UA
N54241,BOEING,737-824,737-800,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N28478,BOEING,737-924ER,737-900ER,2013.0,2013.0,CFM INTL,CFM56-7B,UA
N14228,BOEING,737-824,737-800,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N28912,BOEING,787-8,787-8,2014.0,2014.0,GE,GENX-1B70,UA
N35260,BOEING,737-824,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,UA
N62889,BOEING,737-924ER,737-900ER,2015.0,2015.0,CFM INTL,CFM56-7B,UA
N69816,BOEING,737-924ER,737-900ER,2014.0,2014.0,CFM INTL,CFM56-7B,UA
N403UA,AIRBUS,A320-232,A320,1993.0,2016.0,IAE,V2527-A5,UA
N87512,BOEING,737-824,737-800,2008.0,2008.0,CFM INTL,CFM56-7B,UA
N38955,BOEING,787-9,787-9,2015.0,2015.0,GE,GENX-1B74/75/,UA
N39475,BOEING,737-924ER,737-900ER,2013.0,2013.0,CFM INTL,CFM56-7B,UA
N13110,BOEING,757-224,757-200,1994.0,2014.0,ROLLS-ROYC,RB211-535E4B,UA
N76519,BOEING,737-824,737-800,2009.0,2010.0,CFM INTL,CFM56-7B,UA
N47414,BOEING,737-924ER,737-900ER,2008.0,2008.0,CFM INTL,CFM56-7B,UA
N414UA,AIRBUS,A320-232,A320,1994.0,2018.0,IAE,V2527-A5,UA
N34222,BOEING,737-824,737-800,1998.0,1998.0,CFM INTL,CFM56-7B,UA
N833UA,AIRBUS,A319-131,A319,2000.0,2013.0,IAE,V2522-A5,UA
N844UA,AIRBUS,A319-131,A319,2001.0,2013.0,IAE,V2522-A5,UA
N62883,BOEING,737-924ER,737-900ER,2015.0,2015.0,CFM INTL,CFM56-7B,UA
N461UA,AIRBUS,A320-232,A320,2000.0,2013.0,IAE,V2527-A5,UA
N410UA,AIRBUS,A320-232,A320,1994.0,2016.0,IAE,V2527-A5,UA
N76504,BOEING,737-824,737-800,2006.0,2006.0,CFM INTL,CFM56-7B,UA
N24702,BOEING,737-724,737-700,1998.0,1998.0,CFM INTL,CFM56-7B,UA
N405UA,AIRBUS,A320-232,A320,1993.0,2017.0,IAE,V2527-A5,UA
N68843,BOEING,737-924ER,737-900ER,2015.0,2015.0,CFM INTL,CFM56-7B,UA
N26909,BOEING,787-8,787-8,2014.0,2014.0,GE,GENX-1B70,UA
N75429,BOEING,737-924ER,737-900ER,2008.0,2008.0,CFM INTL,CFM56-7B,UA
N57852,BOEING,757-324,757-300,2001.0,2001.0,ROLLS-ROYC,RB211-535E4C,UA
N19951,BOEING,787-9,787-9,2014.0,2014.0,GE,GENX-1B74/75/,UA
N18119,BOEING,757-224,757-200,1997.0,2012.0,ROLLS-ROYC,RB211-535E4B,UA
N39415,BOEING,737-924ER,737-900ER,2008.0,2008.0,CFM INTL,CFM56-7B,UA
N66808,BOEING,737-924ER,737-900ER,2013.0,2013.0,CFM INTL,CFM56-7B,UA
N37470,BOEING,737-924ER,737-900ER,2013.0,2013.0,CFM INTL,CFM56-7B,UA
N14230,BOEING,737-824,737-800,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N17233,BOEING,737-824,737-800,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N68842,BOEING,737-924ER,737-900ER,2015.0,2015.0,CFM INTL,CFM56-7B,UA
N12116,BOEING,757-224,757-200,1996.0,2013.0,ROLLS-ROYC,RB211-535E4B,UA
N430UA,AIRBUS,A320-232,A320,1996.0,2005.0,IAE,V2527-A5,UA
N57111,BOEING,757-224,757-200,1994.0,2013.0,ROLLS-ROYC,RB211-535E4B,UA
N26910,BOEING,787-8,787-8,2014.0,2014.0,GE,GENX-1B70,UA
N39461,BOEING,737-924ER,737-900ER,2012.0,2012.0,CFM INTL,CFM56-7B,UA
N57869,BOEING,757-33N,757-300,2002.0,2002.0,ROLLS-ROYC,RB211-535E4C,UA
N37419,BOEING,737-924ER,737-900ER,2008.0,2008.0,CFM INTL,CFM56-7B,UA
N87531,BOEING,737-824,737-800,2011.0,2011.0,CFM INTL,CFM56-7B,UA
N39416,BOEING,737-924ER,737-900ER,2008.0,2008.0,CFM INTL,CFM56-7B,UA
N64844,BOEING,737-924ER,737-900ER,2015.0,2015.0,CFM INTL,CFM56-7B,UA
N14102,BOEING,757-224,757-200,1994.0,2017.0,ROLLS-ROYC,RB211-535E4B,UA
N61886,BOEING,737-924ER,737-900ER,2015.0,2015.0,CFM INTL,CFM56-7B,UA
N17122,BOEING,757-224,757-200,1997.0,2012.0,ROLLS-ROYC,RB211-535E4B,UA
N78448,BOEING,737-924ER,737-900ER,2012.0,2012.0,CFM INTL,CFM56-7B,UA
N449UA,AIRBUS,A320-232,A320,1998.0,2013.0,IAE,V2527-A5,UA
N75435,BOEING,737-924ER,737-900ER,2009.0,2009.0,CFM INTL,CFM56-7B,UA
N69818,BOEING,737-924ER,737-900ER,2014.0,2014.0,CFM INTL,CFM56-7B,UA
N45956,BOEING,787-9,787-9,2015.0,2015.0,GE,GENX-1B74/75/,UA
N459UA,AIRBUS,A320-232,A320,2000.0,2013.0,IAE,V2527-A5,UA
N66051,BOEING,767-424ER,767-400ER,2000.0,2000.0,GE,CF6-80C2,UA
N119UA,BOEING,747-422,747-400,1999.0,2013.0,P & W,PW4056,UA
N29717,BOEING,737-724,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N479UA,AIRBUS,A320-232,A320,2001.0,2013.0,IAE,V2527-A5,UA
N36469,BOEING,737-924ER,737-900ER,2013.0,2013.0,CFM INTL,CFM56-7B,UA
N77525,BOEING,737-824,737-800,2010.0,2010.0,CFM INTL,CFM56-7B,UA
N24202,BOEING,737-824,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,UA
N38451,BOEING,737-924ER,737-900ER,2012.0,2012.0,CFM INTL,CFM56-7B,UA
N27205,BOEING,737-824,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,UA
N817UA,AIRBUS,A319-131,A319,1998.0,2013.0,IAE,V2522-A5,UA
N37456,BOEING,737-924ER,737-900ER,2012.0,2012.0,CFM INTL,CFM56-7B,UA
N483UA,AIRBUS,A320-232,A320,2001.0,2002.0,IAE,V2527-A5,UA
N408UA,AIRBUS,A320-232,A320,1994.0,2016.0,IAE,V2527-A5,UA
N36962,BOEING,787-9,787-9,2015.0,2015.0,GE,GENX-1B74/75/,UA
N589UA,BOEING,757-222,757-200,1997.0,2013.0,P & W,PW2040,UA
N27903,BOEING,787-8,787-8,2012.0,2012.0,GE,GENX-1B70,UA
N76526,BOEING,737-824,737-800,2010.0,2010.0,CFM INTL,CFM56-7B,UA
N15710,BOEING,737-724,737-700,1998.0,2017.0,CFM INTL,CFM56-7B,UA
N471UA,AIRBUS,A320-232,A320,2001.0,2013.0,IAE,V2527-A5,UA
N24212,BOEING,737-824,737-800,1998.0,2017.0,CFM INTL,CFM56-7B,UA
N45905,BOEING,787-8,787-8,2012.0,2012.0,GE,GENX-1B70,UA
N33714,BOEING,737-724,737-700,1998.0,2018.0,CFM INTL,CFM56-7B,UA
N66848,BOEING,737-924ER,737-900ER,2015.0,2015.0,CFM INTL,CFM56-7B,UA
N27246,BOEING,737-824,737-800,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N14214,BOEING,737-824,737-800,1998.0,2018.0,CFM INTL,CFM56-7B,UA
N38950,BOEING,787-9,787-9,2014.0,2014.0,GE,GENX-1B74/75/,UA
N24715,BOEING,737-724,737-700,1998.0,2017.0,CFM INTL,CFM56-7B,UA
N66056,BOEING,767-424ER,767-400ER,2001.0,2001.0,GE,CF6-80C2,UA
N768UA,BOEING,777-222,777-200,1995.0,2013.0,P & W,PW4077,UA
N87527,BOEING,737-824,737-800,2010.0,2010.0,CFM INTL,CFM56-7B,UA
N568UA,BOEING,757-222,757-200,1992.0,2013.0,P & W,PW2040,UA
N667UA,BOEING,767-322ER,767-300ER,1998.0,2013.0,P & W,PW4060,UA
N66828,BOEING,737-924ER,737-900ER,2014.0,2014.0,CFM INTL,CFM56-7B,UA
N35204,BOEING,737-824,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,UA
N38467,BOEING,737-924ER,737-900ER,2013.0,2013.0,CFM INTL,CFM56-7B,UA
N665UA,BOEING,767-322ER,767-300ER,1998.0,2004.0,P & W,PW4060,UA
N38459,BOEING,737-924ER,737-900ER,2012.0,2012.0,CFM INTL,CFM56-7B,UA
N428UA,AIRBUS,A320-232,A320,1995.0,2004.0,IAE,V2527-A5,UA
N69059,BOEING,767-424ER,767-400ER,2002.0,2002.0,GE,CF6-80C2,UA
N29907,BOEING,787-8,787-8,2013.0,2013.0,GE,GENX-1B70,UA
N13954,BOEING,787-9,787-9,2015.0,2015.0,GE,GENX-1B74/75/,UA
N672UA,BOEING,767-322ER,767-300ER,1999.0,2013.0,P & W,PW4060,UA
N67058,BOEING,767-424ER,767-400ER,2002.0,2002.0,GE,CF6-80C2,UA
N18220,BOEING,737-824,737-800,1998.0,2017.0,CFM INTL,CFM56-7B,UA
N436UA,AIRBUS,A320-232,A320,1996.0,2013.0,IAE,V2527-A5,UA
N666UA,BOEING,767-322ER,767-300ER,1998.0,2013.0,P & W,PW4060,UA
N12218,BOEING,737-824,737-800,1998.0,2018.0,CFM INTL,CFM56-7B,UA
N76064,BOEING,767-424ER,767-400ER,2002.0,2002.0,GE,CF6-80C2,UA
N26960,BOEING,787-9,787-9,2015.0,2015.0,GE,GENX-1B74/75/,UA
N76055,BOEING,767-424ER,767-400ER,2001.0,2001.0,GE,CF6-80C2,UA
N795UA,BOEING,777-222ER,777-200ER,1997.0,2013.0,P & W,PW4090,UA
N16217,BOEING,737-824,737-800,1998.0,2018.0,CFM INTL,CFM56-7B,UA
N846UA,AIRBUS,A319-131,A319,2001.0,2013.0,IAE,V2522-A5,UA
N673UA,BOEING,767-322ER,767-300ER,2000.0,2013.0,P & W,PW4060,UA
N78060,BOEING,767-424ER,767-400ER,2002.0,2002.0,GE,CF6-80C2,UA
N780UA,BOEING,777-222,777-200,1996.0,2013.0,P & W,PW4077,UA
N791UA,BOEING,777-222ER,777-200ER,1997.0,2013.0,P & W,PW4090,UA
N424UA,AIRBUS,A320-232,A320,1995.0,2004.0,IAE,V2527-A5,UA
N78501,BOEING,737-824,737-800,2006.0,2006.0,CFM INTL,CFM56-7B,UA
N30913,BOEING,787-8,787-8,2014.0,2014.0,GE,GENX-1B70,UA
N771UA,BOEING,777-222,777-200,1995.0,2013.0,P & W,PW4077,UA
N677UA,BOEING,767-322ER,767-300ER,2001.0,2013.0,P & W,PW4060,UA
N69063,BOEING,767-424ER,767-400ER,2002.0,2002.0,GE,CF6-80C2,UA
N487UA,AIRBUS,A320-232,A320,2002.0,2013.0,IAE,V2527-A5,UA
N76265,BOEING,737-824,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,UA
N26902,BOEING,787-8,787-8,2012.0,2012.0,GE,GENX-1B70,UA
N675UA,BOEING,767-322ER,767-300ER,2000.0,2013.0,P & W,PW4060,UA
N669UA,BOEING,767-322ER,767-300ER,1999.0,2013.0,P & W,PW4060,UA
N218UA,BOEING,777-222ER,777-200ER,2001.0,2013.0,P & W,PW4090,UA
N35953,BOEING,787-9,787-9,2015.0,2015.0,GE,GENX-1B74/75/,UA
N784UA,BOEING,777-222ER,777-200ER,1997.0,2013.0,P & W,PW4090,UA
N27957,BOEING,787-9,787-9,2015.0,2015.0,GE,GENX-1B74/75/,UA
N204UA,BOEING,777-222ER,777-200ER,1999.0,2013.0,P & W,PW4090,UA
N17126,BOEING,757-224,757-200,1998.0,1998.0,ROLLS-ROYC,RB211-535E4B,UA
N468UA,AIRBUS,A320-232,A320,2000.0,2013.0,IAE,V2527-A5,UA
N66057,BOEING,767-424ER,767-400ER,2002.0,2002.0,GE,CF6-80C2,UA
N27959,BOEING,787-9,787-9,2015.0,2015.0,GE,GENX-1B74/75/,UA
N475UA,AIRBUS,A320-232,A320,2001.0,2013.0,IAE,V2527-A5,UA
N228UA,BOEING,777-222ER,777-200ER,2002.0,2013.0,P & W,PW4090,UA
N219UA,BOEING,777-222ER,777-200ER,2001.0,2003.0,P & W,PW4090,UA
N76062,BOEING,767-424ER,767-400ER,2002.0,2002.0,GE,CF6-80C2,UA
N77066,BOEING,767-424ER,767-400ER,2002.0,2002.0,GE,CF6-80C2,UA
N454UA,AIRBUS,A320-232,A320,1999.0,2013.0,IAE,V2527-A5,UA
N775UA,BOEING,777-222,777-200,1995.0,2013.0,P & W,PW4077,UA
N73860,BOEING,757-33N,757-300,2001.0,2001.0,ROLLS-ROYC,RB211-535E4C,UA
N788UA,BOEING,777-222ER,777-200ER,1997.0,2013.0,P & W,PW4090,UA
N590UA,BOEING,757-222,757-200,1997.0,2013.0,P & W,PW2040,UA
N826UA,AIRBUS,A319-131,A319,1999.0,2013.0,IAE,V2522-A5,UA
N20904,BOEING,787-8,787-8,2012.0,2012.0,GE,GENX-1B70,UA
N641UA,BOEING,767-322ER,767-300ER,1991.0,2015.0,P & W,PW4060,UA
N220UA,BOEING,777-222ER,777-200ER,2001.0,2003.0,P & W,PW4090,UA
N118UA,BOEING,747-422,747-400,1999.0,2013.0,P & W,PW4056,UA
N462UA,AIRBUS,A320-232,A320,2000.0,2013.0,IAE,V2527-A5,UA
N57857,BOEING,757-324,757-300,2004.0,2004.0,ROLLS-ROYC,RB211-535E4C,UA
N27724,BOEING,737-724,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N21723,BOEING,737-724,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N510UA,BOEING,757-222,757-200,1990.0,2016.0,P & W,PW2040,UA
N657UA,BOEING,767-322ER,767-300ER,1993.0,2005.0,P & W,PW4060,UA
N799UA,BOEING,777-222ER,777-200ER,1998.0,2013.0,P & W,PW4090,UA
N26952,BOEING,787-9,787-9,2015.0,2015.0,GE,GENX-1B74/75/,UA
N77871,BOEING,757-33N,757-300,2003.0,2003.0,ROLLS-ROYC,RB211-535E4C,UA
N67052,BOEING,767-424ER,767-400ER,2000.0,2000.0,GE,CF6-80C2,UA
N216UA,BOEING,777-222ER,777-200ER,2000.0,2013.0,P & W,PW4090,UA
N656UA,BOEING,767-322ER,767-300ER,1993.0,2005.0,P & W,PW4060,UA
N177UA,BOEING,747-422,747-400,1990.0,2016.0,P & W,PW4056,UA
N644UA,BOEING,767-322ER,767-300ER,1991.0,2015.0,P & W,PW4060,UA
N671UA,BOEING,767-322ER,767-300ER,1999.0,2013.0,P & W,PW4060,UA
N798UA,BOEING,777-222ER,777-200ER,1998.0,2013.0,P & W,PW4090,UA
N778UA,BOEING,777-222,777-200,1996.0,2013.0,P & W,PW4077,UA
N211UA,BOEING,777-222,777-200,2000.0,2013.0,P & W,PW4077,UA
N225UA,BOEING,777-222ER,777-200ER,2001.0,2013.0,P & W,PW4090,UA
N24729,BOEING,737-724,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N781UA,BOEING,777-222,777-200,1996.0,2013.0,P & W,PW4077,UA
N197UA,BOEING,747-422,747-400,1997.0,2013.0,P & W,PW4056,UA
N544UA,BOEING,757-222,757-200,1991.0,2014.0,P & W,PW2040,UA
N796UA,BOEING,777-222ER,777-200ER,1998.0,2013.0,P & W,PW4090,UA
N221UA,BOEING,777-222ER,777-200ER,2001.0,2003.0,P & W,PW4090,UA
N74856,BOEING,757-324,757-300,2004.0,2004.0,ROLLS-ROYC,RB211-535E4C,UA
N224UA,BOEING,777-222ER,777-200ER,2001.0,2013.0,P & W,PW4090,UA
N283VA,AIRBUS,A320-214,A320,2015.0,2018.0,CFM INTL,CFM56-5B,VX
N839VA,AIRBUS,A320-214,A320,2011.0,2016.0,CFM INTL,CFM56-5B,VX
N627VA,AIRBUS,A320-214,A320,2006.0,2017.0,CFM INTL,CFM56-5B,VX
N840VA,AIRBUS,A320-214,A320,2011.0,2011.0,CFM INTL,CFM56-5B,VX
N521VA,AIRBUS,A319-112,A319,2006.0,2006.0,CFM INTL,CFM56-5B,VX
N848VA,AIRBUS,A320-214,A320,2011.0,2011.0,CFM INTL,CFM56-5B,VX
N842VA,AIRBUS,A320-214,A320,2011.0,2011.0,CFM INTL,CFM56-5B,VX
N847VA,AIRBUS,A320-214,A320,2011.0,2011.0,CFM INTL,CFM56-5B,VX
N854VA,AIRBUS,A320-214,A320,2012.0,2012.0,CFM INTL,CFM56-5B,VX
N846VA,AIRBUS,A320-214,A320,2011.0,2011.0,CFM INTL,CFM56-5B,VX
N641VA,AIRBUS,A320-214,A320,2008.0,2010.0,CFM INTL,CFM56-5B,VX
N836VA,AIRBUS,A320-214,A320,2010.0,2015.0,CFM INTL,CFM56-5B,VX
N642VA,AIRBUS,A320-214,A320,2008.0,2010.0,CFM INTL,CFM56-5B,VX
N284VA,AIRBUS,A320-214,A320,2015.0,2018.0,CFM INTL,CFM56-5B,VX
N653UA,BOEING,767-322ER,767-300ER,1992.0,2013.0,P & W,PW4060,UA
N526VA,AIRBUS,A319-112,A319,2008.0,2008.0,CFM INTL,CFM56-5B,VX
N622VA,AIRBUS,A320-214,A320,2006.0,2006.0,CFM INTL,CFM56-5B,VX
N636VA,AIRBUS,A320-214,A320,2008.0,2008.0,CFM INTL,CFM56-5B,VX
N843VA,AIRBUS,A320-214,A320,2011.0,2011.0,CFM INTL,CFM56-5B,VX
N838VA,AIRBUS,A320-214,A320,2011.0,2015.0,CFM INTL,CFM56-5B,VX
N631VA,AIRBUS,A320-214,A320,2007.0,2016.0,CFM INTL,CFM56-5B,VX
N524VA,AIRBUS,A319-112,A319,2007.0,2007.0,CFM INTL,CFM56-5B,VX
N845VA,AIRBUS,A320-214,A320,2011.0,2011.0,CFM INTL,CFM56-5B,VX
N635VA,AIRBUS,A320-214,A320,2008.0,2016.0,CFM INTL,CFM56-5B,VX
N849VA,AIRBUS,A320-214,A320,2012.0,2012.0,CFM INTL,CFM56-5B,VX
N844VA,AIRBUS,A320-214,A320,2011.0,2011.0,CFM INTL,CFM56-5B,VX
N640VA,AIRBUS,A320-214,A320,2007.0,2015.0,CFM INTL,CFM56-5B,VX
N851VA,AIRBUS,A320-214,A320,2012.0,2012.0,CFM INTL,CFM56-5B,VX
N852VA,AIRBUS,A320-214,A320,2012.0,2012.0,CFM INTL,CFM56-5B,VX
N835VA,AIRBUS,A320-214,A320,2010.0,2015.0,CFM INTL,CFM56-5B,VX
N630VA,AIRBUS,A320-214,A320,2007.0,2007.0,CFM INTL,CFM56-5B,VX
N523VA,AIRBUS,A319-112,A319,2007.0,2007.0,CFM INTL,CFM56-5B,VX
N855VA,AIRBUS,A320-214,A320,2012.0,2012.0,CFM INTL,CFM56-5B,VX
N626VA,AIRBUS,A320-214,A320,2006.0,2017.0,CFM INTL,CFM56-5B,VX
N624VA,AIRBUS,A320-214,A320,2006.0,2006.0,CFM INTL,CFM56-5B,VX
N837VA,AIRBUS,A320-214,A320,2011.0,2011.0,CFM INTL,CFM56-5B,VX
N629VA,AIRBUS,A320-214,A320,2007.0,2008.0,CFM INTL,CFM56-5B,VX
N361VA,AIRBUS,A320-214,A320,2013.0,2013.0,CFM INTL,CFM56-5B,VX
N638VA,AIRBUS,A320-214,A320,2008.0,2016.0,CFM INTL,CFM56-5B,VX
N634VA,AIRBUS,A320-214,A320,2008.0,2008.0,CFM INTL,CFM56-5B,VX
N639VA,AIRBUS,A320-214,A320,2007.0,2010.0,CFM INTL,CFM56-5B,VX
N625VA,AIRBUS,A320-214,A320,2006.0,2006.0,CFM INTL,CFM56-5B,VX
N621VA,AIRBUS,A320-214,A320,2006.0,2006.0,CFM INTL,CFM56-5B,VX
N633VA,AIRBUS,A320-214,A320,2007.0,2007.0,CFM INTL,CFM56-5B,VX
N623VA,AIRBUS,A320-214,A320,2006.0,2008.0,CFM INTL,CFM56-5B,VX
N637VA,AIRBUS,A320-214,A320,2008.0,2008.0,CFM INTL,CFM56-5B,VX
N853VA,AIRBUS,A320-214,A320,2012.0,2015.0,CFM INTL,CFM56-5B,VX
N281VA,AIRBUS,A320-214,A320,2015.0,2018.0,CFM INTL,CFM56-5B,VX
N632VA,AIRBUS,A320-214,A320,2007.0,2007.0,CFM INTL,CFM56-5B,VX
N525VA,AIRBUS,A319-112,A319,2007.0,2007.0,CFM INTL,CFM56-5B,VX
N522VA,AIRBUS,A319-112,A319,2006.0,2006.0,CFM INTL,CFM56-5B,VX
N528VA,AIRBUS,A319-112,A319,2008.0,2008.0,CFM INTL,CFM56-5B,VX
N529VA,AIRBUS,A319-112,A319,2008.0,2010.0,CFM INTL,CFM56-5B,VX
N530VA,AIRBUS,A319-112,A319,2008.0,2010.0,CFM INTL,CFM56-5B,VX
N527VA,AIRBUS,A319-112,A319,2008.0,2008.0,CFM INTL,CFM56-5B,VX
N282VA,AIRBUS,A320-214,A320,2015.0,2018.0,CFM INTL,CFM56-5B,VX
N628VA,AIRBUS,A320-214,A320,2007.0,2007.0,CFM INTL,CFM56-5B,VX
N769UA,BOEING,777-222,777-200,1995.0,2013.0,P & W,PW4077,UA
N285VA,AIRBUS,A320-214,A320,2015.0,2018.0,CFM INTL,CFM56-5B,VX
N7728D,BOEING,737-7BD,737-700,2006.0,2014.0,CFM INTL,CFM56-7B,WN
N687SW,BOEING,737-3Q8,737-300,1986.0,2015.0,CFM INTL,CFM56-3,WN
N8659D,BOEING,737-8H4,737-800,2015.0,2015.0,CFM INTL,CFM56-7B,WN
N250WN,BOEING,737-7H4,737-700,2006.0,2006.0,CFM INTL,CFM56-7B,WN
N263WN,BOEING,737-7H4,737-700,2007.0,2007.0,CFM INTL,CFM56-7B,WN
N466WN,BOEING,737-7H4,737-700,2004.0,2010.0,CFM INTL,CFM56-7B,WN
N457WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN
N8306H,BOEING,737-8H4,737-800,2012.0,2012.0,CFM INTL,CFM56-7B,WN
N365SW,BOEING,737-3H4,737-300,1993.0,2004.0,CFM INTL,CFM56-3,WN
N608SW,BOEING,737-3H4,737-300,1995.0,2018.0,CFM INTL,CFM56-3,WN
N8615E,BOEING,737-8H4,737-800,2013.0,2013.0,CFM INTL,CFM56-7B,WN
N654SW,BOEING,737-3H4,737-300,1997.0,2018.0,CFM INTL,CFM56-3,WN
N387SW,BOEING,737-3H4,737-300,1994.0,2018.0,CFM INTL,CFM56-3,WN
N627SW,BOEING,737-3H4,737-300,1996.0,2010.0,CFM INTL,CFM56-3,WN
N446WN,BOEING,737-7H4,737-700,2003.0,2003.0,CFM INTL,CFM56-7B,WN
N7834A,BOEING,737-752,737-700,2004.0,2015.0,CFM INTL,CFM56-7B,WN
N419WN,BOEING,737-7H4,737-700,2001.0,2002.0,CFM INTL,CFM56-7B,WN
N420WN,BOEING,737-7H4,737-700,2001.0,2002.0,CFM INTL,CFM56-7B,WN
N460WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN
N8656B,BOEING,737-8H4,737-800,2014.0,2015.0,CFM INTL,CFM56-7B,WN
N445WN,BOEING,737-7H4,737-700,2003.0,2004.0,CFM INTL,CFM56-7B,WN
N233LV,BOEING,737-7H4,737-700,2006.0,2006.0,CFM INTL,CFM56-7B,WN
N963WN,BOEING,737-7H4,737-700,2011.0,2011.0,CFM INTL,CFM56-7B,WN
N628SW,BOEING,737-3H4,737-300,1996.0,2018.0,CFM INTL,CFM56-3,WN
N637SW,BOEING,737-3H4,737-300,1996.0,2018.0,CFM INTL,CFM56-3,WN
N465WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN
N289CT,BOEING,737-7H4,737-700,2007.0,2007.0,CFM INTL,CFM56-7B,WN
N785SW,BOEING,737-7H4,737-700,2000.0,2000.0,CFM INTL,CFM56-7B,WN
N737JW,BOEING,737-7H4,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,WN
N227WN,BOEING,737-7H4,737-700,2005.0,2006.0,CFM INTL,CFM56-7B,WN
N406WN,BOEING,737-7H4,737-700,2001.0,2001.0,CFM INTL,CFM56-7B,WN
N8305E,BOEING,737-8H4,737-800,2012.0,2012.0,CFM INTL,CFM56-7B,WN
N8644C,BOEING,737-8H4,737-800,2014.0,2014.0,CFM INTL,CFM56-7B,WN
N958WN,BOEING,737-7H4,737-700,2011.0,2011.0,CFM INTL,CFM56-7B,WN
N438WN,BOEING,737-7H4,737-700,2003.0,2003.0,CFM INTL,CFM56-7B,WN
N353SW,BOEING,737-3H4,737-300,1990.0,1990.0,CFM INTL,CFM56-3,WN
N463WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN
N787SA,BOEING,737-7H4,737-700,2000.0,2001.0,CFM INTL,CFM56-7B,WN
N221WN,BOEING,737-7H4,737-700,2005.0,2005.0,CFM INTL,CFM56-7B,WN
N208WN,BOEING,737-7H4,737-700,2005.0,2005.0,CFM INTL,CFM56-7B,WN
N461WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN
N7745A,BOEING,737-7BD,737-700,2007.0,2014.0,CFM INTL,CFM56-7B,WN
N764SW,BOEING,737-7H4,737-700,2000.0,2000.0,CFM INTL,CFM56-7B,WN
N7826B,BOEING,737-79P,737-700,2003.0,2015.0,CFM INTL,CFM56-7B,WN
N491WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN
N638SW,BOEING,737-3H4,737-300,1996.0,,CFM INTL,CFM56-3,WN
N391SW,BOEING,737-3H4,737-300,1994.0,2018.0,CFM INTL,CFM56-3,WN
N658SW,BOEING,737-3L9,737-300,1985.0,1998.0,CFM INTL,CFM56-3,WN
N215WN,BOEING,737-7H4,737-700,2005.0,2005.0,CFM INTL,CFM56-7B,WN
N210WN,BOEING,737-7H4,737-700,2005.0,2005.0,CFM INTL,CFM56-7B,WN
N206WN,BOEING,737-7H4,737-700,2005.0,2005.0,CFM INTL,CFM56-7B,WN
N360SW,BOEING,737-3H4,737-300,1992.0,2017.0,CFM INTL,CFM56-3,WN
N641SW,BOEING,737-3H4,737-300,1996.0,2018.0,CFM INTL,CFM56-3,WN
N260WN,BOEING,737-7H4,737-700,2006.0,2007.0,CFM INTL,CFM56-7B,WN
N7731A,BOEING,737-76N,737-700,2006.0,2006.0,CFM INTL,CFM56-7B,WN
N282WN,BOEING,737-7H4,737-700,2007.0,2007.0,CFM INTL,CFM56-7B,WN
N284WN,BOEING,737-7H4,737-700,2007.0,2007.0,CFM INTL,CFM56-7B,WN
N754SW,BOEING,737-7H4,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,WN
N8663A,BOEING,737-8H4,737-800,2015.0,2015.0,CFM INTL,CFM56-7B,WN
N7706A,BOEING,737-76N,737-700,2004.0,2005.0,CFM INTL,CFM56-7B,WN
N259WN,BOEING,737-7H4,737-700,2006.0,2006.0,CFM INTL,CFM56-7B,WN
